getClassLoad,是否需要,如需要，请补充理由,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->handleEcmTimer(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->loge(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mAllowEmergencyVideoCalls:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mBackgroundCall:Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mCallExpectedToResume:Lcom/android/ims/ImsCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mConnections:Ljava/util/ArrayList;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mForegroundCall:Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mHandoverCall:Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mImsCallListener:Lcom/android/ims/ImsCall$Listener;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mImsManager:Lcom/android/ims/ImsManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mOnHoldToneId:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mOnHoldToneStarted:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mPendingMO:Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mPendingUssd:Landroid/os/Message;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mPhone:Lcom/android/internal/telephony/imsphone/ImsPhone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mRingingCall:Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mSwitchingFgAndBgCalls:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mSyncHold:Ljava/lang/Object;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->mUssdSession:Lcom/android/ims/ImsCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->processCallStateChange(Lcom/android/ims/ImsCall;Lcom/android/internal/telephony/Call$State;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->processCallStateChange(Lcom/android/ims/ImsCall;Lcom/android/internal/telephony/Call$State;IZ)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->removeConnection(Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->setVideoCallProvider(Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;Lcom/android/ims/ImsCall;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->switchAfterConferenceSuccess()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;->updatePhoneState()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->acquireWakeLock()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->createWakeLock(Landroid/content/Context;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->getCall()Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->getOwner()Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->isMultiparty()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->mDisconnected:Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->mImsCall:Lcom/android/ims/ImsCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->mOwner:Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->mParent:Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->onDisconnect()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneConnection;->update(Lcom/android/ims/ImsCall;Lcom/android/internal/telephony/Call$State;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getActionFromCFAction(I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getBackgroundCall()Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getCallForwardingOption(ILandroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getCallWaiting(Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getConditionFromCFReason(I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getForegroundCall()Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getRingingCall()Lcom/android/internal/telephony/imsphone/ImsPhoneCall;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getServiceState()Landroid/telephony/ServiceState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->getState()Lcom/android/internal/telephony/PhoneConstants$State;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->handleEnterEmergencyCallbackMode()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->handleExitEmergencyCallbackMode()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->handleInCallMmiCommands(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->isCfEnable(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->isUtEnabled()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->isValidCommandInterfaceCFAction(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->isValidCommandInterfaceCFReason(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->isVolteEnabled()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->mCT:Lcom/android/internal/telephony/imsphone/ImsPhoneCallTracker;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->getCLIRMode()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->getDialingNumber()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->getErrorMessage(Landroid/os/AsyncResult;)Ljava/lang/CharSequence;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->getScString()Ljava/lang/CharSequence;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isActivate()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isDeactivate()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isEmptyOrNull(Ljava/lang/CharSequence;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isErasure()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isRegister()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isSupportedOverImsPhone()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->isTemporaryModeCLIR()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->mContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->mPhone:Lcom/android/internal/telephony/imsphone/ImsPhone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->newFromDialString(Ljava/lang/String;Lcom/android/internal/telephony/imsphone/ImsPhone;)Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->processCode()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;->serviceClassToCFString(I)Ljava/lang/CharSequence;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->mPendingMMIs:Ljava/util/ArrayList;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->mSS:Landroid/telephony/ServiceState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->notifyUnknownConnection(Lcom/android/internal/telephony/Connection;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->onMMIDone(Lcom/android/internal/telephony/imsphone/ImsPhoneMmiCode;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->sendErrorResponse(Landroid/os/Message;Ljava/lang/Throwable;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->sendErrorResponse(Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->setCallForwardingOption(IILjava/lang/String;IILandroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->setCallWaiting(ZLandroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->setImsRegistered(Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->setOnEcbModeExitResponse(Landroid/os/Handler;ILjava/lang/Object;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/imsphone/ImsPhone;->setServiceState(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler$SmsBroadcastReceiver;->mDeleteWhereArgs:[Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler$SmsBroadcastReceiver;->mDeleteWhere:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->acknowledgeLastIncomingSms(ZILandroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->deleteFromRawTable(Ljava/lang/String;[Ljava/lang/String;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->dispatchIntent(Landroid/content/Intent;Ljava/lang/String;Ljava/lang/String;Landroid/os/Bundle;Landroid/content/BroadcastReceiver;Landroid/os/UserHandle;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->dispatchNormalMessage(Lcom/android/internal/telephony/SmsMessageBase;I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->getPhone()Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->handleInjectSms(Landroid/os/AsyncResult;Z)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->handleNewSms(Landroid/os/AsyncResult;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->handleSmsWhitelisting(Landroid/content/ComponentName;Z)Landroid/os/Bundle;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->isSkipNotifyFlagSet(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->loge(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mDeliveringState:Lcom/android/internal/telephony/InboundSmsHandler$DeliveringState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mIdleState:Lcom/android/internal/telephony/InboundSmsHandler$IdleState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mPhone:Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mResolver:Landroid/content/ContentResolver;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mUserManager:Landroid/os/UserManager;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mWaitingState:Lcom/android/internal/telephony/InboundSmsHandler$WaitingState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mWakeLock:Landroid/os/PowerManager$WakeLock;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->mWapPush:Lcom/android/internal/telephony/WapPushOverSms;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->processMessagePart(Lcom/android/internal/telephony/InboundSmsTracker;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsHandler;->showNewMessageNotification()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsTracker;->getFormat()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/InboundSmsTracker;->getIndexOffset()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/IntRangeManager;->mRanges:Ljava/util/ArrayList;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/IPhoneSubInfo;->getDeviceId(Ljava/lang/String;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony$Stub;->DESCRIPTOR:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony$Stub;->TRANSACTION_dial:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony;->handlePinMmiForSubscriber(ILjava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony;->iccCloseLogicalChannel(II)Z,是,"【小米移动APP】这个方法是我们核心业务的技术实现方案,我们需要调用该方法通过APDU指令与SIM卡进行写卡读卡操作,将三大运营商的SIM卡数据远程写入到米粉卡当中,主要用于用户对于米粉卡进行远程激活使用，如果API不被支持，我们将受到灾难性影响。
【全球上网】同上",,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony;->iccTransmitApduLogicalChannel(IIIIIIILjava/lang/String;)Ljava/lang/String;,是,"【小米移动APP】这个方法是我们核心业务的技术实现方案,我们需要调用该方法通过APDU指令与SIM卡进行写卡读卡操作,将三大运营商的SIM卡数据远程写入到米粉卡当中,主要用于用户对于米粉卡进行远程激活使用，如果API不被支持，我们将受到灾难性影响。
【全球上网】同上",,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony;->isRadioOnForSubscriber(ILjava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephony;->isRadioOn(Ljava/lang/String;)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ITelephonyRegistry;->notifyCallStateForAllSubs(ILjava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->CREATOR:Landroid/os/Parcelable$Creator;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->getOperatorAlphaLong()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->getOperatorAlphaShort()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->getOperatorNumeric()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->getState()Lcom/android/internal/telephony/OperatorInfo$State;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;-><init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lcom/android/internal/telephony/OperatorInfo$State;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;-><init>(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->mOperatorAlphaLong:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->mOperatorAlphaShort:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->mOperatorNumeric:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->mState:Lcom/android/internal/telephony/OperatorInfo$State;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/OperatorInfo;->rilStateToState(Ljava/lang/String;)Lcom/android/internal/telephony/OperatorInfo$State;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->dispose()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneFactory;->calculatePreferredNetworkType(Landroid/content/Context;I)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneFactory;->getDefaultSubscription()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneFactory;->getPhones()[Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getCallTracker()Lcom/android/internal/telephony/CallTracker;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getDataConnectionState()Lcom/android/internal/telephony/PhoneConstants$DataState;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getIccFileHandler()Lcom/android/internal/telephony/uicc/IccFileHandler;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getImsPhone()Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getIsimRecords()Lcom/android/internal/telephony/uicc/IsimRecords;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getMsisdn()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getNai()Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getPhoneId()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getServiceStateTracker()Lcom/android/internal/telephony/ServiceStateTracker;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getSystemProperty(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getUiccCard()Lcom/android/internal/telephony/uicc/UiccCard;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->getVideoState(Lcom/android/internal/telephony/Call;)I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneInternalInterface;->PREFERRED_NT_MODE:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->isUtEnabled()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->isVideoEnabled()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->isVolteEnabled()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->isWifiCallingEnabled()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mCi:Lcom/android/internal/telephony/CommandsInterface;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mIccRecords:Ljava/util/concurrent/atomic/AtomicReference;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mImsPhone:Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mNotifier:Lcom/android/internal/telephony/PhoneNotifier;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mPhoneId:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mSmsStorageMonitor:Lcom/android/internal/telephony/SmsStorageMonitor;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mUiccApplication:Ljava/util/concurrent/atomic/AtomicReference;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->mUiccController:Lcom/android/internal/telephony/uicc/UiccController;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->needsOtaServiceProvisioning()Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/Phone;->notifyOtaspChanged(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSubInfoController;->getDefaultSubscription()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSubInfoController;->getPhone(I)Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSubInfoController;->loge(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSubInfoController;->mContext:Landroid/content/Context;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSwitcher;->activate(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSwitcher;->deactivate(I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSwitcher;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/PhoneSwitcher;->mMaxDataAttachModemCount:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->completeRadioCapabilityTransaction()V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->getInstance()Lcom/android/internal/telephony/ProxyController;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->logd(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->mOldRadioAccessFamily:[I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->mRadioCapabilitySessionId:I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->mSetRadioAccessFamilyStatus:[I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->mUniqueIdGenerator:Ljava/util/concurrent/atomic/AtomicInteger;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->sendRadioCapabilityRequest(IIIILjava/lang/String;II)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/ProxyController;->sProxyController:Lcom/android/internal/telephony/ProxyController;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RadioCapability;->getRadioAccessFamily()I,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RetryManager;->log(Ljava/lang/String;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RetryManager;->mApnType:Ljava/lang/String;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RetryManager;->mFailFastInterApnDelay:J,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RetryManager;->mInterApnDelay:J,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RetryManager;->mPhone:Lcom/android/internal/telephony/Phone;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->acquireWakeLock(Lcom/android/internal/telephony/RILRequest;I)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->clearRequestList(IZ)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->clearWakeLock(I)Z,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->decrementWakeLock(Lcom/android/internal/telephony/RILRequest;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->getResponseForTimedOutRILRequest(Lcom/android/internal/telephony/RILRequest;)Ljava/lang/Object;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->hangupForegroundResumeBackground(Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->hangupWaitingOrBackground(Landroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->invokeOemRilRequestRaw([BLandroid/os/Message;)V,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->makeStaticRadioCapability()Lcom/android/internal/telephony/RadioCapability;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->mRequestList:Landroid/util/SparseArray;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->mTestingEmergencyCall:Ljava/util/concurrent/atomic/AtomicBoolean;,,,,,,,,,,,,,,,,,,,
Lcom/android/internal/telephony/RIL;->notifyRegistrantsRilConnectionChanged(I)V,,,,,,,,,,,,,,,,,,,
